,Published_time,news_content,news_headline
1505,2021-05-19 17:08:00,"Vietstock Daily 20/05: Thanh khoản chưa được cải thiện: VN-Index tăng nhẹ bất chấp việc khối ngoại tiếp tục đà bán ròng trong phiên 19/05/2021. Tuy nhiên, thanh khoản trên sàn HOSE vẫn chưa được cải thiện.",Vietstock Daily 20/05: Thanh khoản chưa được cải thiện
1506,2021-05-19 10:53:00,"TLH: Cổ phiếu lên đỉnh lịch sử, người trong cuộc nhộn nhịp bán ra: Những tháng gần đây, giữa lúc cổ phiếu TLH liên tục tăng giá phi mã, người nội bộ tại Thép Tiến Lên và người liên quan đã liên tục đặt lệnh bán khớp...","TLH: Cổ phiếu lên đỉnh lịch sử, người trong cuộc nhộn nhịp bán ra"
1507,2021-05-18 17:02:00,Vietstock Daily 19/05: Tâm lý thận trọng: VN-Index tiếp tục lao dốc đi kèm với thanh khoản duy trì ở mức thấp. Điều này cho thấy tâm lý thận trọng và bi quan ngày càng gia tăng.,Vietstock Daily 19/05: Tâm lý thận trọng
1508,2021-05-18 08:44:00,Ủy viên HĐQT BII muốn trở thành cổ đông lớn nhất: Ủy viên HĐQT CTCP Louis Holdings (HNX: BII) - ông Đỗ Thành Nhân đã đăng ký mua 4 triệu cp BII từ ngày 19/05-16/06.,Ủy viên HĐQT BII muốn trở thành cổ đông lớn nhất
1509,2021-05-17 15:20:00,"Nhịp đập Thị trường 17/05: Liên tục xuất hiện áp lực chốt lời, VN-Index giảm điểm đầu tuần: VN-Index kết phiên giảm 0.6%, còn mức 1,258.7 điểm; chỉ số HNX-Index tăng 0.7%, còn 296.79 điểm. Độ rộng thị trường nghiêng về bên bán với 286 mã...","Nhịp đập Thị trường 17/05: Liên tục xuất hiện áp lực chốt lời, VN-Index giảm điểm đầu tuần"
1510,2021-05-17 09:05:00,"Con của Tổng Giám đốc muốn gom 1 triệu cp DDG: Nhằm đầu tư tài chính cá nhân, ông Yang Hỷ An - con trai bà Trần Kim Sa - Tổng Giám đốc CTCP Đầu tư Công nghiệp Xuất nhập khẩu Đông Dương (HNX: DDG)...",Con của Tổng Giám đốc muốn gom 1 triệu cp DDG
1511,2021-05-16 07:00:00,Phân tích kỹ thuật chứng khoán Việt Nam: Tuần 17-21/05/2021: Chiến lược đầu tư & Phân tích kỹ thuật chuyên sâu thị trường chứng khoán Việt Nam.,Phân tích kỹ thuật chứng khoán Việt Nam: Tuần 17-21/05/2021
1512,2021-05-14 14:26:00,"Quỹ ngoại muốn thoái hơn 3 triệu cp VND: Nhằm giảm tỷ lệ sở hữu đảm bảo tuân thủ giới hạn phân bổ rủi ro, quỹ ngoại Access S.A, Sicav-Sif-Asia Top Picks vừa đăng ký bán hơn 3.3 triệu cp VND...",Quỹ ngoại muốn thoái hơn 3 triệu cp VND
1513,2021-05-14 08:00:00,Top cổ phiếu đáng chú ý đầu phiên 14/05: Danh sách các mã cổ phiếu tăng và giảm mạnh nhất những phiên gần đây theo số liệu thống kê của Vietstock.,Top cổ phiếu đáng chú ý đầu phiên 14/05
1514,2021-05-13 13:31:00,"Xu hướng tặng người yêu cổ phiếu thay vì hoa, quà ở Hàn: Nhiều người trẻ xứ củ sâm coi các loại cổ phiếu của công ty lớn là món quà thể hiện tình cảm đến người yêu thương.","Xu hướng tặng người yêu cổ phiếu thay vì hoa, quà ở Hàn"
1515,2021-05-13 08:39:00,PAN Farm muốn gia tăng tỷ lệ sở hữu tại VFG: Cổ đông lớn của CTCP Khử trùng Việt Nam (HNX: VFG) - CTCP PAN Farm đã đăng ký mua 1 triệu cổ phiếu VFG từ ngày 13/05-11/06.,PAN Farm muốn gia tăng tỷ lệ sở hữu tại VFG
1516,2021-05-12 14:44:00,NKG: Phó Tổng Giám đốc đã bán 1 triệu cp: Phó Tổng Giám đốc Trần Ngọc Diệu vừa hoàn tất bán ra 1 triệu cp NKG từ ngày 06-10/05.,NKG: Phó Tổng Giám đốc đã bán 1 triệu cp
1517,2021-05-12 08:00:00,Top cổ phiếu đáng chú ý đầu phiên 12/05: Danh sách các mã cổ phiếu tăng và giảm mạnh nhất những phiên gần đây theo số liệu thống kê của Vietstock.,Top cổ phiếu đáng chú ý đầu phiên 12/05
1518,2021-05-11 12:23:00,"Phân tích kỹ thuật phiên chiều 11/05: VN-Index tạo mẫu hình Rising Window: Trong phiên giao dịch buổi sáng ngày 11/05/2021, VN-Index tạo mẫu hình Rising Window và kết phiên ở trên vùng kháng cự 1,250-1,260 điểm (ngưỡng...",Phân tích kỹ thuật phiên chiều 11/05: VN-Index tạo mẫu hình Rising Window
1519,2021-05-10 20:30:00,"Tiền chảy vào cổ phiếu thép, chứng khoán và ngân hàng: Tuần 04 - 07/05, dòng tiền trên thị trường tập trung vào nhóm cổ phiếu thép, chứng khoán và ngân hàng. Nhiều mã thuộc những nhóm này ghi nhận thị giá...","Tiền chảy vào cổ phiếu thép, chứng khoán và ngân hàng"
1520,2021-05-10 15:15:00,"Nhịp đập Thị trường 10/05: VN30-Index thiết lập mức cao mới: VN-Index kết phiên tăng 1.43%, đạt mức 1,259.58 điểm; chỉ số HNX-Index tăng 0.15%, đạt 280.27 điểm. Độ rộng thị trường nghiêng về bên bán với 463 mã...",Nhịp đập Thị trường 10/05: VN30-Index thiết lập mức cao mới
1521,2021-05-10 09:20:00,"Tôi là nhà đầu tư F0: Nhìn thấy các đồng nghiệp, bạn bè và cả những người hàng xóm “thắng lớn” nhờ cổ phiếu tăng cao, tôi quyết định “học” theo họ mở tài khoản để trở...",Tôi là nhà đầu tư F0
1522,2021-05-08 20:30:00,"Đôi bạn cùng ""tiến"" SAB, VNM: Trong khi VN-Index tăng điểm từ đầu năm đến nay thì SAB và VNM lại đang cặm cụi giảm, cả hai mã đều đang giảm xấp xỉ 20% so với đầu năm.","Đôi bạn cùng ""tiến"" SAB, VNM"
1523,2021-05-07 11:06:00,"Thị trường tháng 4: Thiết lập đỉnh lịch sử, thanh khoản đạt cao nhất từ đầu năm: Kết thúc phiên giao dịch cuối cùng của tháng 4/2021, các chỉ số chứng khoán trên HOSE đều ghi nhận sự tăng trưởng.","Thị trường tháng 4: Thiết lập đỉnh lịch sử, thanh khoản đạt cao nhất từ đầu năm"
1524,2021-05-06 19:30:00,Chứng khoán phái sinh Ngày 07/05/2021: Basis hợp đồng F2105 vẫn duy trì ở mức âm: Các hợp đồng tương lai hầu hết giảm điểm trong phiên giao dịch ngày 06/05/2021. Basis hợp đồng VN30F2105 thu hẹp và đạt giá trị -8.14 điểm. Điều này...,Chứng khoán phái sinh Ngày 07/05/2021: Basis hợp đồng F2105 vẫn duy trì ở mức âm
1525,2021-05-06 11:49:00,"PVL: Cổ phiếu tăng giá hơn 300%, lãnh đạo lũ lượt thoái vốn: Thị giá cổ phiếu PVL của CTCP Đầu tư Nhà Đất Việt (HNX: PVL) đã điều chỉnh giảm trong giai đoạn nhiều người nội bộ và bên liên quan...","PVL: Cổ phiếu tăng giá hơn 300%, lãnh đạo lũ lượt thoái vốn"
1526,2021-05-05 20:00:00,"Thị trường chứng quyền 06/05/2021: Tâm lý tích cực đang lan tỏa: Sắc xanh tiếp tục lan tỏa lên thị trường chứng quyền trong phiên giao dịch ngày 05/05/2021 với 56 mã tăng giá, 1 mã đứng giá và 10 mã giảm giá. Khối...",Thị trường chứng quyền 06/05/2021: Tâm lý tích cực đang lan tỏa
1527,2021-05-05 09:00:00,VNM - Giá nào là hợp lý?: Sự sụt giảm của giá cổ phiếu CTCP Sữa Việt Nam (HOSE: VNM) trong thời gian qua đã khiến không ít nhà đầu tư lo ngại.,VNM - Giá nào là hợp lý?
1528,2021-05-04 13:26:00,"Chậm báo cáo giao dịch HAH, một quỹ ngoại bị xử phạt: Ngày 28/04/2021, Thanh tra Ủy ban Chứng khoán Nhà nước (UBCKNN) ra quyết định xử phạt vi phạm hành chính đối với Samarang Asian Prosperity.","Chậm báo cáo giao dịch HAH, một quỹ ngoại bị xử phạt"
1529,2021-05-04 06:00:00,"04/05: Đọc gì trước giờ giao dịch chứng khoán?: Hé lộ người kế nhiệm Warren Buffett tại Berkshire Hathaway: Phó tướng Greg Abel, lợi nhuận Coteccons suy giảm giữa lúc ngành xây dựng gặp khó...",04/05: Đọc gì trước giờ giao dịch chứng khoán?
1530,2021-05-02 08:00:00,Phân tích kỹ thuật chứng khoán Việt Nam: Tuần 04-07/05/2021: Chiến lược đầu tư & Phân tích kỹ thuật chuyên sâu thị trường chứng khoán Việt Nam.,Phân tích kỹ thuật chứng khoán Việt Nam: Tuần 04-07/05/2021
1531,2021-04-29 09:30:00,"VNM giảm giá nhưng quỹ ngoại vẫn mua bất thành: Gần đây, giá cổ phiếu của CTCP Sữa Việt Nam (HOSE: VNM) ghi nhận giảm giá trong thời gian Công ty TNHH MTV Đầu tư SCIC (SIC) và quỹ ngoại Platium...",VNM giảm giá nhưng quỹ ngoại vẫn mua bất thành
1532,2021-04-28 13:42:00,"Mừng đại lễ 30/04 - Truy xuất dữ liệu tài chính trực tuyến chỉ với 304,000 đồng: Truy xuất dữ liệu tài chính chưa bao giờ thuận tiện đến thế trên website  VietstockFinance nhờ ưu đãi khủng nhân dịp đại lễ 30/04.","Mừng đại lễ 30/04 - Truy xuất dữ liệu tài chính trực tuyến chỉ với 304,000 đồng"
1533,2021-04-27 15:02:00,SDG: 2 cổ đông lớn liên quan Thành viên HĐQT muốn bán 22.3% vốn: Hai cổ đông lớn của CTCP Sadico Cần Thơ (HNX: SDG) gồm Công ty TNHH Dịch vụ Tấn Sang và Công ty TNHH Thương mại Dịch vụ Dược Lộc đồng loạt đăng ký...,SDG: 2 cổ đông lớn liên quan Thành viên HĐQT muốn bán 22.3% vốn
1534,2021-04-26 19:30:00,"Chứng khoán phái sinh Ngày 27/04/2021: Mở Short nếu VN30-Index rơi xuống dưới vùng 1,250-1,270 điểm: Các hợp đồng tương lai đồng loạt giảm điểm trong phiên giao dịch ngày 26/04/2021. Basis hợp đồng VN30F2105 tiếp tục mở rộng và đạt giá trị -21.04...","Chứng khoán phái sinh Ngày 27/04/2021: Mở Short nếu VN30-Index rơi xuống dưới vùng 1,250-1,270 điểm"
1535,2021-04-26 08:00:00,Top cổ phiếu đáng chú ý đầu tuần 26/04: Danh sách các mã cổ phiếu tăng và giảm mạnh nhất những phiên gần đây theo số liệu thống kê của Vietstock.,Top cổ phiếu đáng chú ý đầu tuần 26/04
1536,2021-04-23 17:03:00,"Chứng khoán Tuần 19-23/04/2021: Tiếp tục quan sát: VN-Index kết thúc tuần giao dịch vẫn giữ được đà tăng. Dù vậy, việc thanh khoản suy giảm có thể do các nhà đầu tư có tâm lý ngại giao dịch mạnh trước...",Chứng khoán Tuần 19-23/04/2021: Tiếp tục quan sát
1537,2021-04-22 18:12:00,"Góc nhìn 23/04: Điều chỉnh về ngưỡng 1,200 điểm?: Theo đánh giá của BSI, trong dài hạn VN-Index vẫn đang có xu hướng đi lên, tuy nhiên trong ngắn hạn chỉ số có thể điều chỉnh về ngưỡng 1,200 điểm.","Góc nhìn 23/04: Điều chỉnh về ngưỡng 1,200 điểm?"
1538,2021-04-21 20:00:00,"Thị trường chứng quyền 22/04/2021: Thị trường tiếp tục khởi sắc?: Thị trường chứng quyền kết thúc phiên giao dịch ngày 20/04/2021 với 67 mã tăng giá, 2 mã đứng giá và 20 mã giảm giá. Khối ngoại tiếp tục mua ròng với...",Thị trường chứng quyền 22/04/2021: Thị trường tiếp tục khởi sắc?
1539,2021-04-20 10:00:00,"Tuần 19-23/04/2021: 10 cổ phiếu “nóng” dưới góc nhìn PTKT của Vietstock: Các cổ phiếu “nóng” được phân tích trong báo cáo của Phòng Tư vấn Vietstock gồm: CTD, FCN, GEX, HBC, HDB, HII, STB, TPB, VJC và VEA.",Tuần 19-23/04/2021: 10 cổ phiếu “nóng” dưới góc nhìn PTKT của Vietstock
1540,2021-04-19 17:00:00,Vietstock Daily 20/04: Bứt phá mạnh mẽ: VN-Index đã có một phiên giao dịch với đà bứt phá mạnh mẽ. Điều này cho thấy lực cầu mua vào của nhà đầu tư rất dồi dào.,Vietstock Daily 20/04: Bứt phá mạnh mẽ
1541,2021-04-19 06:00:00,19/04: Đọc gì trước giờ giao dịch chứng khoán?: Cùng điểm lại các tin tức kinh tế tài chính đáng chú ý những ngày cuối tuần vừa qua. ,19/04: Đọc gì trước giờ giao dịch chứng khoán?
1542,2021-04-16 15:49:00,"Phát triển Quang Thái không còn là Công ty mẹ của ABR: Từ ngày 16/03-06/04/2021, CTCP Phát triển Quang Thái đã bán thành công 7.85 triệu cp ABR của CTCP Đầu tư Nhãn hiệu Việt (UPCoM: ABR).",Phát triển Quang Thái không còn là Công ty mẹ của ABR
1543,2021-04-16 09:01:00,"Thua lỗ 3 năm liên tiếp, cổ phiếu PXT bị hủy niêm yết bắt buộc: Sở GDCK TPHCM (HOSE) đã có quyết định về việc hủy niêm yết bắt buộc đối với cổ phiếu PXT của CTCP Xây lắp Đường ống Bể chứa Dầu khí (HOSE: PXT) sau...","Thua lỗ 3 năm liên tiếp, cổ phiếu PXT bị hủy niêm yết bắt buộc"
1544,2021-04-15 14:09:00,"HOSE tạm dừng nhận giao dịch cổ phiếu mới, doanh nghiệp phát hành mới ra sao?: Mới đây, Sở Giao dịch Chứng khoán Tp.HCM (HOSE) công bố công văn số 1339 của Uỷ ban Chứng khoán Nhà nước về giải pháp giảm tải cho hệ thống giao dịch...","HOSE tạm dừng nhận giao dịch cổ phiếu mới, doanh nghiệp phát hành mới ra sao?"
1545,2021-04-15 08:40:00,"Dòng vốn ngoại từ MSCI vào Việt Nam sẽ không được như kỳ vọng: Sau khi Kuwait được nâng hạng, giới chuyên môn đặt khá nhiều vào kỳ vọng dòng vốn ngoại từ Ishare MSCI Frontier Markets 100 ETF sẽ đổ vào thị trường...",Dòng vốn ngoại từ MSCI vào Việt Nam sẽ không được như kỳ vọng
1546,2021-04-14 14:20:00,"ROS: Ông Trịnh Văn Quyết vừa thông báo mua cổ phiếu, giá lập tức tăng trần: Ông Trịnh Văn Quyết - Chủ tịch HĐQT CTCP Tập đoàn FLC kiêm Chủ tịch HĐQT CTCP Hàng không Tre Việt ( Bamboo Airways) vừa thông báo mua thêm 20 triệu...","ROS: Ông Trịnh Văn Quyết vừa thông báo mua cổ phiếu, giá lập tức tăng trần"
1547,2021-04-14 06:00:00,14/04: Đọc gì trước giờ giao dịch chứng khoán?: Cùng Vietstock điểm lại những tin tức đáng chú ý về tài chính kinh tế trong nước và quốc tế diễn ra trong 24h qua. ,14/04: Đọc gì trước giờ giao dịch chứng khoán?
1548,2021-04-13 13:30:00,"Làm sao để bầy cá con chiến thắng cá mập?: Trong thị trường chứng khoán hiện tại, có lẽ chúng ta chưa bao giờ chứng kiến làn sóng nhà đầu tư mới nổi nhiều như bây giờ. Chỉ riêng 03 tháng đầu...",Làm sao để bầy cá con chiến thắng cá mập?
1549,2021-04-12 20:03:00,"Bloomberg: VinFast định IPO tại Mỹ, dự kiến huy động 2 tỷ USD: Nếu IPO thành công, VinFast sẽ trở thành công ty Việt Nam đầu tiên niêm yết tại Mỹ.","Bloomberg: VinFast định IPO tại Mỹ, dự kiến huy động 2 tỷ USD"
1550,2021-04-12 13:00:00,"50 triệu cp SCG chính thức chào sàn: Sáng ngày 12/04/2021, Sở Giao dịch Chứng khoán Hà Nội (HNX) đã trao chứng nhận đăng ký giao dịch cổ phiếu cho CTCP Xây dựng SCG. Theo đó, 50 triệu cp...",50 triệu cp SCG chính thức chào sàn
1551,2021-04-11 19:00:00,"Thị trường chứng quyền Tuần 12-16/04/2021: Tiếp tục giao dịch thận trọng?: Thị trường chứng quyền giao dịch phân hóa trong phiên ngày 09/04/2021 với 42 mã tăng giá, 5 mã đứng giá và 42 mã giảm giá. Khối ngoại bán ròng với...",Thị trường chứng quyền Tuần 12-16/04/2021: Tiếp tục giao dịch thận trọng?
1552,2021-04-10 10:44:00,"Vợ Tổng Giám đốc VRC bị xử phạt 55 triệu đồng: Ngày 06/04/2021, Ủy ban Chứng khoán Nhà nước (UBCKNN) ban hành Quyết định về việc xử phạt vi phạm hành chính trong lĩnh vực chứng khoán và thị trường...",Vợ Tổng Giám đốc VRC bị xử phạt 55 triệu đồng
1553,2021-04-09 13:00:00,Phân tích kỹ thuật luận chiến: Công cụ “lùa gà”?: Phân tích kỹ thuật cũng thường xuyên bị một số thành phần có ý đồ không tốt lấy ra làm công cụ “định hướng suy nghĩ” của nhà đầu tư trên thị trường.,Phân tích kỹ thuật luận chiến: Công cụ “lùa gà”?
1554,2021-04-08 18:11:00,Góc nhìn 09/04: Sự rung lắc có thể diễn ra?: KBSV khuyến nghị nhà đầu tư tiếp tục nắm giữ vị thế trung hạn và có thể kết hợp trading 1 phần theo chiều mua trước bán sau nếu xuất hiện các phiên...,Góc nhìn 09/04: Sự rung lắc có thể diễn ra?
1555,2021-04-08 11:45:00,"Số tài khoản chứng khoán ở Việt Nam vượt mức 3 triệu: Số lượng nhà đầu tư mở mới tài khoản chứng khoán lại phá kỷ lục lịch sử trong tháng 3/2021 khi có thêm 113,875 tài khoản mới gia nhập thị trường, mức...",Số tài khoản chứng khoán ở Việt Nam vượt mức 3 triệu
1556,2021-04-07 18:00:00,"Góc nhìn 08/04: Khó điều chỉnh sâu trong ngắn hạn?: Theo Aseansc, lực cầu bắt đáy luôn thường trực giúp cho chỉ số VN-Index khó điều chỉnh sâu trong giai đoạn hiện tại. Còn DAS nhận định rằng cổ...",Góc nhìn 08/04: Khó điều chỉnh sâu trong ngắn hạn?
1557,2021-04-07 08:00:00,Top cổ phiếu đáng chú ý đầu phiên 07/04: Danh sách các mã cổ phiếu tăng và giảm mạnh nhất những phiên gần đây theo số liệu thống kê của Vietstock.,Top cổ phiếu đáng chú ý đầu phiên 07/04
1558,2021-04-06 13:00:00,"Góc nhìn đầu tư 2021: Ngành dệt may: Nhờ không bị gián đoạn sản xuất, thị phần của hàng dệt may Việt Nam vẫn ghi nhận tăng trưởng trong năm 2020 và lần đầu đạt 20% tại thị trường Mỹ...",Góc nhìn đầu tư 2021: Ngành dệt may
1559,2021-04-06 08:12:00,PME lên kế hoạch hủy tư cách công ty đại chúng và hủy niêm yết trên HOSE: CTCP Pymepharco (HOSE: PME) dự kiến sẽ hủy đăng ký công ty đại chúng và hủy niêm yết trên HOSE trong năm 2021. Toàn bộ lượng cổ phiếu...,PME lên kế hoạch hủy tư cách công ty đại chúng và hủy niêm yết trên HOSE
1560,2021-04-05 14:54:00,"Chủ tịch Yeah1 muốn bán 250,000 cp YEG: Ông Nguyễn Ảnh Nhượng Tống - Chủ tịch HĐQT Tập đoàn Yeah1 (HOSE: YEG) đăng ký bán 250,000 cp từ ngày 06/04 - 04/05/2021.","Chủ tịch Yeah1 muốn bán 250,000 cp YEG"
1561,2021-04-05 10:00:00,"Tuần 05-09/04/2021: 10 cổ phiếu “nóng” dưới góc nhìn PTKT của Vietstock: Các cổ phiếu “nóng” được phân tích trong báo cáo của Phòng Tư vấn Vietstock gồm: BVH, CTG, DPM, FPT, GTN, NHH, PHR, TPB, VJC và VEA.",Tuần 05-09/04/2021: 10 cổ phiếu “nóng” dưới góc nhìn PTKT của Vietstock
1562,2021-04-04 07:30:00,Phân tích kỹ thuật chứng khoán Việt Nam: Tuần 05-09/04/2021: Chiến lược đầu tư & Phân tích kỹ thuật chuyên sâu thị trường chứng khoán Việt Nam.,Phân tích kỹ thuật chứng khoán Việt Nam: Tuần 05-09/04/2021
1563,2021-04-02 15:05:00,"Nhịp đập Thị trường 02/04: Khối ngoại mua ròng gần 700 tỷ đồng: VN-Index kết phiên tăng 0.69%, đạt mức 1,124.45 điểm; chỉ số HNX-Index tăng 0.85%, đạt 294.89 điểm. Độ rộng thị trường nghiêng về bên mua với 557 mã...",Nhịp đập Thị trường 02/04: Khối ngoại mua ròng gần 700 tỷ đồng
1564,2021-04-01 19:00:00,Cổ phiếu CTCK dậy sóng trong ngày VN-Index vượt đỉnh: Thị trường chứng khoán lập kỷ lục mới mở ra triển vọng về đà tăng trong giai đoạn tới. Là nhóm doanh nghiệp có phụ thuộc trực tiếp với thị trường...,Cổ phiếu CTCK dậy sóng trong ngày VN-Index vượt đỉnh
1565,2021-04-01 11:10:00,"Quỹ ngoại hoàn tất bán 6 triệu cp KDH: Ngày 31/03, 2 quỹ thành viên thuộc nhóm Dragon Capital là quỹ Veil Holdings Limited quỹ Vietnam Enterprise Investments Limited lần lượt bán ra 3.3...",Quỹ ngoại hoàn tất bán 6 triệu cp KDH
1566,2021-03-31 18:20:00,"Góc nhìn 01/04: Lại ""rung"" khi ""đụng"" mốc 1,200?: Đa phần các công ty chứng khoán (CTCK) dự báo trong phiên 01/04, thị trường sẽ có áp lực điều chỉnh khi chỉ số VN-Index một lần nữa tiệm...","Góc nhìn 01/04: Lại ""rung"" khi ""đụng"" mốc 1,200?"
1567,2021-03-31 09:02:00,"Thua lỗ chứng khoán, công nhân Trung Quốc nhảy vào lò luyện thép: Người công nhân tại một nhà máy thép Trung Quốc đã tự vẫn bằng cách nhảy vào lò nung sau thua lỗ nặng và mắc nợ vì thị trường chứng khoán.","Thua lỗ chứng khoán, công nhân Trung Quốc nhảy vào lò luyện thép"
1568,2021-03-30 17:14:00,Vietstock Daily 31/03: Tâm lý ngày càng lạc quan: VN-Index đang diễn biến hết sức tích cực với phiên tăng điểm mạnh thứ hai liên tiếp. Việc chỉ số liên tục có những phiên bứt phá mạnh giúp các nhà...,Vietstock Daily 31/03: Tâm lý ngày càng lạc quan
1569,2021-03-30 10:00:00,"HOSE chính thức lên tiếng về các giải pháp khắc phục nghẽn lệnh: Sáng ngày 30/03, Sở Giao dịch Chứng khoán TP.HCM (HOSE) ra văn bản công bố tình trạng quá tải hệ thống tại HOSE và các giải pháp khắc...",HOSE chính thức lên tiếng về các giải pháp khắc phục nghẽn lệnh
1570,2021-03-29 17:00:00,Vietstock Daily 30/03: Đầu tuần hứng khởi: VN-Index đã có một phiên giao dịch bùng nổ và tăng trưởng mạnh về điểm số với sắc xanh lan rộng khắp các nhóm ngành.,Vietstock Daily 30/03: Đầu tuần hứng khởi
1571,2021-03-29 09:00:00,"Thị trường đang ở vùng phân phối hay tích lũy?: Từ đầu năm đến nay, VN-Index dao động quanh 1,150-1,200 điểm. Một số người cho đây là vùng tích lũy, VN-Index đang chờ cơ hội để bứt phá, đặc biệt là...",Thị trường đang ở vùng phân phối hay tích lũy?
1572,2021-03-27 20:30:00,"VN-Index lại tụt áp ở mốc 1,200: Chuỗi giảm điểm của VN-Inex tuần qua lại khiến chỉ số này một lần nữa tạm xa mốc 1,200.","VN-Index lại tụt áp ở mốc 1,200"
1573,2021-03-26 11:59:00,"Phân tích kỹ thuật phiên chiều 26/03: VN-Index tạm dừng ở dưới đường SMA 50 ngày: Trong phiên giao dịch buổi sáng ngày 26/03/2021, VN-Index sụt giảm mạnh với cây nến đỏ có thân khá lớn. Chỉ số cũng đã tạm dừng ở dưới đường SMA 50...",Phân tích kỹ thuật phiên chiều 26/03: VN-Index tạm dừng ở dưới đường SMA 50 ngày
1574,2021-03-25 17:06:00,"Vietstock Daily 26/03: Lấy lại sắc xanh?: VN-Index đã đảo chiều thành công đà giảm và đóng cửa với sắc xanh. Khối ngoại cũng đã quay trở lại mua ròng, chấm dứt chuỗi 24 phiên bán ròng liên...",Vietstock Daily 26/03: Lấy lại sắc xanh?
1575,2021-03-25 09:13:00,Hết thời ý tưởng đầu tư dựa trên tiền rẻ?: Chứng khoán Mỹ đang trải qua giai đoạn tích cực nhờ chính sách tiền tệ nới lỏng duy trì và chính sách tài khóa hỗ trợ kinh tế trước khi quay trở lại...,Hết thời ý tưởng đầu tư dựa trên tiền rẻ?
1576,2021-03-24 17:07:00,"Vietstock Daily 25/03: Tâm lý nhà đầu tư bi quan: VN-Index tiếp tục lao dốc mạnh. Tâm lý thận trọng và bi quan của nhà đầu tư ngày càng gia tăng. Dù vậy, việc chỉ số liên tục giảm sâu có thể sẽ kích...",Vietstock Daily 25/03: Tâm lý nhà đầu tư bi quan
1577,2021-03-24 10:59:00,DATC sẽ bán hơn 4 triệu cp MSB trên sàn: Công ty TNHH Mua bán nợ Việt Nam (DATC) thông báo sẽ bán 4.03 triệu cp MSB của Ngân hàng TMCP Hàng hải Việt Nam (HOSE: MSB) từ ngày 06/04-05/05/2021...,DATC sẽ bán hơn 4 triệu cp MSB trên sàn
1578,2021-03-23 17:05:00,Vietstock Daily 24/03: Sắc đỏ bao trùm thị trường: VN-Index đã sụt gãy mạnh trong phiên giao dịch 23/03/2021. Áp lực bán lớn ở các cổ phiếu Large Cap khiến thị trường thiếu vắng trụ đỡ.,Vietstock Daily 24/03: Sắc đỏ bao trùm thị trường
1579,2021-03-23 10:29:00,"Vợ lãnh đạo chủ chốt Xi măng Hà Tiên 1 đăng ký mua 5 triệu cp: Bà Nguyễn Thị Hồng Nhung, vợ ông Nguyễn Văn Chuyền - Thành viên HĐQT của CTCP Xi măng Hà Tiên 1 (HOSE: HT1) thông báo đăng ký mua vào 5 triệu cp HT1...",Vợ lãnh đạo chủ chốt Xi măng Hà Tiên 1 đăng ký mua 5 triệu cp
1580,2021-03-22 17:11:00,"Vietstock Daily 23/03: Thiếu động lực bứt phá: VN-Index tăng điểm rất nhẹ trong phiên ngày 22/03/2021 và đã không lấy lại được mốc 1,200 điểm. Chỉ số chủ yếu giao dịch trong xu hướng giằng co cho...",Vietstock Daily 23/03: Thiếu động lực bứt phá
1581,2021-03-22 06:00:00,22/03: Đọc gì trước giờ giao dịch chứng khoán?: Điểm lại các tin tức kinh tế tài chính đáng chú ý những ngày cuối tuần qua.,22/03: Đọc gì trước giờ giao dịch chứng khoán?
1582,2021-03-20 09:13:00,"Không báo cáo giao dịch cổ phiếu BCG, một cá nhân bị phạt 45 triệu đồng: Ngày 17/03/2021, Ủy ban Chứng khoán Nhà nước (UBCKNN) đã ban hành Quyết định về việc xử phạt vi phạm hành chính trong lĩnh vực chứng khoán và thị...","Không báo cáo giao dịch cổ phiếu BCG, một cá nhân bị phạt 45 triệu đồng"
1583,2021-03-19 14:47:00,"SGR giảm sàn sau tin giao dịch của chồng bà Mai Thanh: Ngay trước phiên giảm sàn 19/03, SGR vẫn đang trong cơn say tăng giá. Từ ngày 02/09-18/03, giá cổ phiếu này tăng đến 112% lên mức 44,200 đồng/cp, trở...",SGR giảm sàn sau tin giao dịch của chồng bà Mai Thanh
1584,2021-03-19 06:00:00,19/03: Đọc gì trước giờ giao dịch chứng khoán?: Cùng Vietstock điểm lại những tin tức đáng chú ý nhất về thị trường chứng khoán trong nước và quốc tế diễn ra trong 24h qua. ,19/03: Đọc gì trước giờ giao dịch chứng khoán?
1585,2021-03-18 11:32:00,Tập đoàn Pan hoàn tất gom gần 6.6 triệu cp FMC: Nhằm thực hiện quyền mua cổ phiếu chưa phân phối hết do HĐQT CTCP Thực phẩm Sao Ta (HOSE: FMC) phân bổ trong đợt chào bán cổ phiếu ra công chúng...,Tập đoàn Pan hoàn tất gom gần 6.6 triệu cp FMC
1586,2021-03-17 19:30:00,Chứng khoán phái sinh 18/03/2021: Khối lượng giao dịch của VN30-Index được cải thiện: Các hợp đồng tương lai đồng loạt tăng điểm trong phiên giao dịch ngày 17/03/2021. Basis hợp đồng VN30F2103 đảo chiều và đạt giá trị 4.35 điểm. Điều...,Chứng khoán phái sinh 18/03/2021: Khối lượng giao dịch của VN30-Index được cải thiện
1587,2021-03-17 08:00:00,Top cổ phiếu đáng chú ý đầu phiên 17/03: Danh sách các mã cổ phiếu tăng và giảm mạnh nhất những phiên gần đây theo số liệu thống kê của Vietstock.,Top cổ phiếu đáng chú ý đầu phiên 17/03
